0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
0,0,0,0,0,0,CUW,CUF,CUW,0,0,0,0,0,0
CLW,CLW,CRW,CRW,CRW,CRW,W,OU,W,CRW,CRW,CRW,CRW,CRW,CRW
CLF,CLF,CLF,CLF,CLF,CLF,OL,F,OR,CLF,CLF,CLF,CLF,CRF,CRF
CLW,CLW,CRW,CRW,CRW,CRW,W,OD,W,CRW,CRW,CRW,CRW,CRW,CRW
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
0,0,0,0,0,0,CDW,CDF,CDW,0,0,0,0,0,0
